;id;canal;texto;temas
1766;2503;Participe+;"SSP JUSTA E INCLUSIVA - ""Cuidado com quem cuida"". Por meio dos Programas de Saúde da Família, com relação ao atendimento domiciliar, identificar a pessoa cuidadora, para que ela possa ser encaminhada ao Programa - "" Cuidado com quem cuida"". O coletivo Trabalho60 + propõe que seja criado e instituído o Programa - SP "" Cuidado com quem cuida"" , para atender pessoas cuidadoras nas respectivas famílias, identificadas por meio do Programa de Saúde da Família nas visitas domiciliares. Estas pessoas vivem extremo desgaste físico e emocional, assim podem ser encaminhadas, pelos profissionais que realizam as respectivas visitas, a programas de apoio psicológico, bem como de atividades físicas e mentais lúdicas ou terapêuticas.";['Saúde']
1767;2504;Participe+;Proposta à meta 20. Cntratar os professores aposentados para ministrar aulas de reforço para os alunos, via on-line e não só os da rede oficial de ensino. . Proposta à Meta 20 elaborada por Maria Covadonga Lopez Apostolico, integrante do Grupo Trabalho 60+ Segundo o texto, ...No campo da educação, concentraremos esforços para a recuperação do desempenho dos alunos, fragilizado pelo longo período de afastamento da escola, devido à pandemia. Para isso, contratar os professores aposentados para ministrar aulas de reforço para os alunos, via on-line e não só os da rede oficial de ensino. Abrir para a classe de professores, sem necessidade de contratação em carteira de trabalho CLT e nem ser Efetivo por concurso, e sim por grupo de aulas, mas na forma Eventual ou admitido em caráter temporário, ACT, por uma justa remuneração. Uma das iniciativas da meta 20 prevê: Prover estagiária (o) em todas as turmas do 1º ano do Ensino Fundamental, e minha iniciativa seria poder incluir também os professores aposentados. Não apenas os da rede Municipal de Ensino, mas toda a classe de professores que inclusive podem desempenhar mentoria, auxiliando na formação de professores (iniciativa d). Vale lembrar que O Plano Nacional de Educação (PNE) estabelece em sua meta 5 “alfabetizar todas as crianças, no máximo, até o final do 3º (terceiro) ano do Ensino Fundamental”.;['Educação']
1768;2505;Participe+;OBRAS de RECAPEAMENTO. Desde 2016 o bairro de Moema aguarda o recapeamento de suas ruas e avenidas, tornando-as mais seguras para todos e facilitando a circulação. A Associação Viva Moema indica urgência nas OBRAS de RECAPEAMENTO (TAMBÉM PREVISTO NO PLANO DE METAS desde 2016) com o objetivo de melhorar a infraestrutura das vias públicas, tornando-as mais seguras. O bairro é misto e acessado por diferentes formas de transporte. O Comércio, que já vem sofrendo com a situação emergencial da pandemia do Covid 19, também é afetado pelas condições deploráveis das ruas e avenidas, o que dificulta o acesso de prestadores de serviços. Além disso, obras de recapeamento facilitarão a circulação de ônibus e automóveis que cruzam o bairro, bem como reduzirão os custos de manutenção, beneficiando a todos e promovendo conforto para quem utiliza o transporte público e as ciclofaixas. As obras também melhorarão a fluidez do trânsito. ALAMEDA DOS JURUPIS |AV. AÇOCÊ | ALAMEDA DOS NHAMBIQUARAS/ ALAMEDA DOS NHAMBIQUARAS | R. DR. HABERBECK BRANDÃO | R. DR. ASCENDINO REIS | ALAMEDA DOS MARACATINS/ ALAMEDA DOS ANAPURUS/ R. CANÁRIO | AV. INHAMBU / AV. ARATÃS | AV. ROUXINOL / AV. IRAÉ | AV. PAVÃO/ ALAMEDA DOS MARACATINS/ALAMEDA DOS NHAMBIQUARA/ ALAMEDA JAUAPERI/ ALAMEDA ARAPANÉS/ AV. JANDIRA/ AV. MOEMA | AV. JURITI/ ALAMEDA DOS JAMARIS | LAVANDISCA/ AV. ARATÃS | AV. ROUXINOL/ AV. IRAÍ | AV. PAVÃO;['Zeladoria Urbana e melhorias de bairro']
1769;2506;Participe+;"HABITAÇÃO -  HIS 1-3SM. Política Pública de Habitação p/ atender a pop. das diversas comunidades distribuídas de forma proporcional ao n. de favelas e pop. residente nas comunidades e por Subprefeitura. Ação de construção pela iniciativa privada com apoio da PMSP. Proponho para os prox 4 anos, construção de moradias populares, HIS 1-3 SM. Sugiro política pública de habitação municipal, tipo a federal “MCMV”, terrenos públicos municipais p/ construção via iniciativa privada ou cooperativas de auto construção; atuação na divulgação e cadastramento dos necessitados. A entrada (20% do preço do imóvel) seria suportada com recursos do Fundurb ou contrapartida do terreno. Importante, muitos moradores de comunidades/favelas pagam aluguéis que giram em torno de 500/600 reais e muitas delas estão sujeitas ao poder paralelo do Estado. O pres. da SECOVI declarou, webinar ref PDE, Insper, que o m2 construído no centro ou em periferias é o mesmo, o que encarece é o vr do m2 do terreno. Dessa forma, pensando no impacto ao meio ambiente das ocupações em beira de córregos e mananciais e o aumento exponencial de favelas, a política pública traria benefícios não só para redução de desigualdades, estimularia a criação de empregos, o empreendedorismo, o cooperativismo, a iniciativa privada, a qualidade de vida de uma imensidão de vulneráveis, a redução da violência; melhoraria a expectativa de vida para milhares de crianças e adolescentes que vivem nas favelas. Fortaleceria a proposta da cidade mais justa e inclusiva.";['Habitação']
1770;2507;Participe+;Meta 21 -. Contrstar rofessores aposentados, sêniores de 60 ou mais anos, dispostos a orientar professores com mentoria e aulas de reforço com os alunos . Proposta elaborada por Maria Covadonga Lopez Apostolico, integrante do Grupo Trabalho 60+, Mestre em Ensino de Ciências pela USP e minha experiência com os professores que trabalhei, estes da Rede Municipal de Ensino, mostraram a grande necessidade de formação e ajuda nesse quesito. O contato com essa realidade me fez decidir os rumos de minha Pós-graduação. Sinto que hoje, aposentada há anos, ainda poderia auxiliar estes professores e quantos como eu o fariam. Quem poderia auxiliar a curto prazo com estas aulas? Proponho que sejam aceitos professores aposentados, sêniores de 60 ou mais anos, dispostos a orientar professores com mentoria e aulas de reforço com os alunos (on- line, certamente) Das iniciativas citadas, três são de diagnóstico dos estudantes, apenas uma, item d, Implantar Programa de Recuperação das Aprendizagens, remete a alguma ação. Proponho que nessa recuperação sejam levados em conta professores aposentados, que teriam condições reais de fazê-lo. Estou convencida da necessidade urgente desse planejamento e de introduzir o componente Curricular de Ciências Naturais, ideias que defendi com minha atuação durante mais de 40 anos no Magistério, tanto no Ensino Fundamental, como no Ensino Médio e na Formação Continuada de Professores;['Educação']
1771;2508;Participe+;"SP GLOBAL E SUSTENTÁVEL  - PARQUES. Implementação de novos Parques na Região Sul. Inclua-se dentre os Parques a serem implementados pela META 60, os seguintes: Parque dos Búfalos; Parque Linear Ribeirão Caulim; Parque Telefunken (Miguel Yunes); Parque Sabará (Rua Amoipira); Parque Linear Jurubatuba.";['Meio Ambiente']
1772;2509;Participe+;SP GLOBAL E SUSTENTÁVEL - Defesa das Águas. Criação de Diretoria de DEFESA DAS ÁGUAS (Secretaria do Verde e Meio Ambiente). Incluir dentre as ações da Meta 65 as seguintes ações para reduzir a carga orgânica lançada no reservatório Guarapiranga: 1) Recriar uma Diretoria com vínculo a Secretaria do Verde e Meio Ambiente, que responda diretamente ao Prefeito, que poderia ser chamada de Defesa das Águas. 2) Firmar parceria e/ou convênio com o governo do Estado para através da PM , com o devido mapeamento da região, com helicóptero programado objetivando a fiscalização, com suporte e apoio de equipes das Subprefeituras, já que não possuem poder de polícia e muito menos inibem as ações dos invasores. A recriação da Defesa das Águas inibiria a proliferação de loteamentos irregulares que degradam os mananciais.;['Meio Ambiente']
1773;2510;Participe+;Mentoria com professores aposentados 60+. Contratar como mentores professores aposentados 60+. O texto foi escrito por Maria Covadonga Lopez Apostolico, apoiada pelo Grupo Trabalho 60+ do qual faz parte. Mestre em Ensino de Ciências pela USP, minha experiência com os professores que trabalhei, estes da Rede Municipal de Ensino, mostraram a grande necessidade de formação e ajuda nesse quesito. O contato com essa realidade me fez decidir os rumos de minha Pós-graduação. Sinto que hoje, aposentada há anos, ainda poderia auxiliar estes professores e quantos como eu o fariam. Quem poderia auxiliar a curto prazo com estas aulas? Proponho que sejam aceitos professores aposentados, sêniores de 60 ou mais anos, dispostos a orientar professores com mentoria e aulas de reforço com os alunos. O custo deste projeto é pequeno, considerando seu formato e os seus efeitos para a melhoria da qualidade da educação no município de São Paulo. Os professores trabalham desde suas casas, com seus próprios materiais e contanto com suas experiências como educadores e são contratados por horas de serviço, de acordo com o projeto. Mesmo com trabalho por poucas horas, essas propostas contribuem para o aumento da autoestima e da qualidade de vida dos participantes e para um novo sentido do seu momento pessoal e à própria vida. Investir vestir em Educação é a maior aposta de um país para ser dono de si mesmo e de sua história.;['Educação']
1774;2511;Participe+;"POLO CULTURAL. Implantar Polo de Cultural, Gastronômicos e Turísticos nas edificações tombadas existentes dentro do Parque Chácara do Jockey, potencializando a divulgação do artesanato, música e gastronomia brasileira, com a realização de feiras, eventos.

. ";['Cultura']
1775;2512;Participe+;SP GLOBAL E SUSTENTÁVEL  - ANIMAIS. Implantação de Hospitais Veterinários nas cinco regiões Norte, Sul, Leste, Oeste e Centro. Ampliar a Meta 63 para garantir a implantação de pelo menos um hospital veterinário em cada região (Norte, Sul, Leste, Oeste e Centro) e pelo menos um destinado a animais silvestres apreendidos. Implementar PPP para implantação de área destinada a soltura de animais silvestres apreendidos para garantir o alcance da META 64.;['Saúde', 'Meio Ambiente']
1776;2513;Participe+;"SP GLOBAL E SUSTENTÁVEL Unidades de Conservação e Paisagismo. Criar Unidade de Conservação ""Florestas Municipais"" . Meta 61 - CriarUnidades de Conservação “Florestas Municipais”, decretando de utilidade pública as terras devolutas e sem titularidade (abandonadas) nos distritos de Parelheiros e Marsilac.";['Meio Ambiente']
1777;2514;Participe+;"SP GLOBAL E SUSTENTÁVEL  Paisagismo. Implantar projetos de paisagismo nos Corredores do Polo de Ecoturismo de Parelheiros, Marsilac, Ilha do Bororé.Colônia, Barragem. PROJETO DE PAISAGISMO nos corredores do Polo de Ecoturismo de Parelheiros – Marsilac – Ilha do Bororé, sendo eles: Estrada Ecoturística de Parelheiros, Estrada Colônia-Barragem, Estrada Ponte Alta, Estrada Ecoturística do Bororé. PROJETO DE PAISAGISMO nos 15 bairros turísticos do Polo de Ecoturismo de Parelheiros – Marsilac – Ilha do Bororé, conforme lei 15.953/14, Art. 6º, são eles: a) Bairro de Vargem Grande; b) Bairro da Colônia; c) Bairro da Barragem; d) Bairro Ilha do Bororé; e) Bairro de Parelheiros; f) Bairro de Embura; g) Bairro de Engenheiro Marsilac; h) Vila Evangelista de Souza; i) Bairro do Gramado; j) Jardim dos Eucaliptos; k) Bairro Embura do Alto; l) Bairro do Mambu; m) Bairro do Jaceguava; n) Bairro Nova América; o) Bairro da Chácara Santo Amaro";['Zeladoria Urbana e melhorias de bairro', 'Desenvolvimento Econômico e Trabalho']
1778;2515;Participe+;SP INOVADORA E CRIATIVA (DESENV.ECONÔMICO - ENTREPOSTO AGRÍCOLA PARELHEIROS. Criar o Entreposto Agrícola  de Parelheiros. Criar o Entreposto Agrícola de Parelheiros para vendas dos produtos agrícolas e plantas ornamentais e dar suporte para os negócios rurais.;['Desenvolvimento Econômico e Trabalho']
1779;2516;Participe+;SP INOVADORA E CRIATIVA  (Cultura) - Museu, Teatro e Planetário . Implantar Museu, Teatro e Planetário em Parelheiros. META 51 - Implantar o “Museu Céu Aberto Cratera de Colônia” no bairro turístico da Vargem Grande. o TEATRO DE CEU PARELHEIROS. o Planetário do CEU PARELHEIROS (concluir a instalação);['Cultura', 'Educação']
1780;2517;Participe+;Programa SP - Empreendedor 60+. Criar e implementar o Programa SP - Empreendedor 60+. O coletivo Trabalho60 + propõe a criação e implementação do Programa SP - Empreendedor 60+, para que esta parcela da população obtenha informações, apoio e capacitação para potencializar suas aptidões, atualizar competências e se desenvolver como Empreendedor, participante da realidade contemporânea de economia criativa, solidária e sustentável.;['Educação']
1781;2518;Participe+;SP INOVADORA E CRIATIVA  (Cultura) - Graffiti. Criar Centro de Formação, Memória e Acervo dos Profissionais de Graffiti de Rua da Cidade Ademar e Pedreira . Incluir dentre as ações da Meta 49, a criação do Centro de Formação, Memória e Acervo dos Profissionais de Graffiti de Rua da Cidade Ademar e Pedreira.;['Cultura']
1782;2519;Participe+;SP AGIL  Estimular a mobilidade ativa e segura. Estimular a mobilidade ativa de maneira segura, priorizando deslocamentos a pé e de bicicleta. Meta 38 Estimular a mobilidade ativa de maneira segura para a população, com prioridade para deslocamentos a pé e de bicicleta, restaurando calçadas de praças e calçada verde do Jardim Marajoara em estado crítico de conservação, permitindo melhores condições para prática de caminhadas, principalmente idosos e crianças que as utilizam diariamente;['Transportes e Mobilidade']
1783;2520;Participe+;Criação de CCA - Centro da Criança e do Adolescente no Jabaquara. Criação de CCA - Centro da Criança e do Adolescente no Jabaquara. Preferencialmente na Americanópolis ou Vila Clara. ;['Direitos Humanos e Cidadania']
1784;2522;Participe+;"Instalar unidades de compostagem de larga escala em aterros desativados e ativos. Na Meta 67, incluir a iniciativa de ""Instalar unidades de compostagem de maior escala (acima de 100 toneladas de resíduos orgânicos, segregados na fonte, por dia de capacidade) em áreas de aterros desativados e ativos."". A cidade precisa avançar com a compostagem dos resíduos orgânicos domésticos, por meio da coleta seletiva de resíduos orgânicos. Estava previsto no PGIRS a compostagem domiciliar de 10% dos domicílios até 2020 e 30% dos domicílios até 2033, totalizando 1 milhão de domicílios. Todavia, nenhuma iniciativa ocorreu neste período e a concessão será renovada em 2024 decidindo o futuro dos resíduos domésticos da cidade por mais 20 anos, Já foram estudadas propostas para iniciar a coleta seletiva de resíduos orgânicos no bairro da Lapa, devendo ser implantadas de forma experimental ainda nesta gestão para que possa ser ampliada a partir da revisão do contrato de concessão para a gestão de resíduos sólidos do município, a ser realizada a princípio em 2024. Logo, é urgente e necessário este experimento para o município, visando subsidiar a elaboração da concessão e estabelecimento de metas de médio e longo prazo para a cidade.";['Zeladoria Urbana e melhorias de bairro', 'Desenvolvimento Econômico e Trabalho']
1785;2523;Participe+;PARQUE CABORÉ. Criação de Parque na Área localizada na Rua José Coimbra, 33 - Vila Andrade onde encontra-se a nascente do córrego do Caboré - Vila Andrade (Projeto de Lei PL 77/2020). Esta área é de suma importância, pois possui também mata nativa e está ameaçada. . Área com 86.500 m² (oitenta e seis mil metros quadrados) situada entre as ruas João Simões de Sousa, José da Silva Ribeiro e José Coimbra. Possui a nascente do Córrego Caboré, afluente do Córrego Pirajussara e é um dos últimos remanescentes de Mata Atlântica da região;['Meio Ambiente']
1786;2524;Participe+;Criação de mais um CRAS no Jabaquara. Criação de mais um CRAS no Jabaquara. Centro de Referencia da Assistência Social. ;['Assistência Social']
1787;2525;Participe+;Criação de 3 Casas de Cultura no Jabaquara. Criação de 3 Casas de Cultura no Jabaquara. Na Americanópolis, na Vila Clara, e na região da Alba.;['Cultura']
1788;2527;Participe+;Criação de um Abrigo para Criança e Adolescente no Jabaquara.  Criação de um Abrigo para Criança e Adolescente no Jabaquara, direcionado para pessoas em situação de rua.;['Assistência Social']
1789;2528;Participe+;Construção de uma Passarela na Entrada do CEU Caminho do Mar. Construção de uma Passarela na Entrada do CEU Caminho do Mar.;['Educação']
1790;2529;Participe+;Rotatória. Fazer uma rotatória verde, para diminuição de acidentes no cruzamento . Construir uma rotatória verde entre as ruas Roque Petrella e Pascoal Pais na Vila Cordeiro para evitar colisões de veiculos nesse cruzamento, alem de aumentar a area verde e a segurança, evitaria o custo de um semaforo para controle de veículos.;['Transportes e Mobilidade']
1791;2530;Participe+;"SP SEGURA  Iluminação Pública Estrada do Alvarenga e Yervant Kisssajikian. Ampliara a rede de iluminação Pública na Região Sul da Cidade. Incluir dentre os pontos de iluminação de LED a serem alcançados na Meta 36: Estrada do Alvarenga; Av. Yervant Kissajikian. Estrada da Ponte Alta desde o nº 2000 até o Mirante Ponte Alta (trecho de 500 m - Mapa Google -23.897104, -46.753450.";['Urbanismo e Licenciamento']
1792;2531;Participe+;Desenvolver um parque linear ao longa da Av. Roberto Marinho. Região carente de infraestrutura verde ao longo de uma avenida de concreto. ;['Meio Ambiente']
1793;2532;Participe+;SP SEGURA Alargamento da Estrada Parelheiros e Reconstrução de Pontes. Alargar a Estrada Ecoturística de Parelheiros e Reconstruir as Pontes Capivari e Marsilac. META 35 – Reconstruir as PONTES nas Estradas do Capivari (acesso a cachoeira do Marsilac), Estrada Marsilac/Evangelista (acesso a cachoeira da Dona Rute), Rua Sem Nome (acesso a cachoeira do Sagui). META 34 - Alargaar a Estrada Ecoturística de Parelheiros. Proceder à manutençnao das diversas estradas vicinais/rurais dos Distritos de Parelheiros e Marsilac.;['Infraestrutura Urbana e Obras']
1794;2533;Participe+;SP SEGURA Drenagem e Córregos. Ampliar a resiliência da cidade às chuvas reduzindo as áreas inundáveis. META 31 Manutenção e correção da rede de drenagem em pontos críticos do Jardim Marajoara com implantação de jardins de chuva. Córrego Poli, galeria de drenagem de águas pluviais, nos endereços da Rua Galeno de Castro e Rua Dr. Antônio João Abdalla;['Infraestrutura Urbana e Obras']
1795;2534;Participe+;URSI - UNIDADE DE REFERENCIA DA SAUDE DO IDOSO. CONSTRUIR UMA URSI - UNIDADE DE REFERENCIA DA SAUDE DO IDOSO EM ERMELINO MATARAZZO EM AREA JA DETERMINADA PELA SAUDE. ;['Saúde']
1796;2535;Participe+;Manter a Zona Residencial ZR1 da Vila Cordeiro do plano diretor 2014. Zona residencial da Vila Cordeiro, adjacente à avenida Roberto Marinho e à Av. Chucri Zaidan, protegida com inumeras áreas arborizadas mantendo qualidade de vida e mantendo a comunidade proxima agregando muitas propostas com valor para a cidade de São Paulo. ;['Meio Ambiente']
1797;2536;Participe+;Fonoaudiólogo, Psicólogo e Fisioterapeuta para todas as UBS (no pós Covid-19). Promoção, prevenção e tratamento é vocação das UBSs. No pós-Covid-19, os pacientes recuperados precisam tratar suas sequelas com fonoaudiólogo, fisioterapeuta e psicólogo em local perto da residência, minimizando custos e facilitando a  locomoção. . Ter acesso a ações de promoção, prevenção e tratamento relacionadas à saúde da mulher, da criança, saúde mental, planejamento familiar, prevenção ao câncer, pré-natal e cuidado de doenças crônicas como diabetes e hipertensão, é a vocação das Unidades Básicas de Saúde. O distrito de Moema conta atualmente com duas UBS a saber: UBS Sigmund Freud e UBS Max Perlman. Desde o início da pandemia do novo coronavírus a quantidade de possíveis sequelas aumentou consideravelmente: são variáveis e podem durar semanas ou meses. Pensando nas sequelas que o Covid - 19 traz para o paciente recuperado, a Associação Viva Moema indica a contratação de profissional psicólogo, fonoaudiólogo e fisioterapeuta para atuar na prevenção e tratamento dos moradores do bairro em cada uma das UBS, garantindo assim serviços mais próximos à casa do cidadão, dentro de sua comunidade. Esta situação deve ser pensada para todas as UBS da cidade, uma vez que os pacientes recuperados com sequelas de Covid 19 precisam destes profissionais para reabilitação e para um estado completo de bem estar físico, mental e social. A proximidade da residência minimiza custos e facilita a locomoção.;['Saúde']
1798;2537;Participe+;SP SEGURA E BEM CUIDADA - Recapeamento Jardim Marajoara. Recapeamento de ruas do Jardim Marajoara em estado crítico conservação. Meta 32 - SP SEGURA E BEM CUIDADA - Garantir qualidade e segurança das vias públicas e da infraestrutura viária Recapeamento de ruas do Jardim Marajoara em estado crítico conservação onde tapa buracos não soluciona mais.;['Zeladoria Urbana e melhorias de bairro']
1799;2538;Participe+;SP SEGURA E BEM CUIDADA - Monitoramento e Ações Protetivas Jd. Marajoara. Ampliar monitoramento em segurança urbana e a cobertura das ações protetivas contra a violência urbana com a presença constante da GCM em calçadas verdes como a do Jardim Marajoara, para melhoria da segurança dos moradores e transeuntes. . Metas 27 e 28 Ampliar a capacidade de monitoramento em segurança urbana e a cobertura das ações protetivas destinadas às vítimas de violência na Cidade de São Paulo. Presença constante da GCM em calçadas verdes como a do Jardim Marajoara, para melhoria da segurança dos moradores do bairro e do entorno que praticam caminhadas e diversas outras atividades físicas e de lazer em suas praças e ruas.;['Segurança Urbana']
1800;2539;Participe+;SP SEGURA  Guarda ambiental nos distritos de Parelheiros  e Marsilac. Aumentar o efetivo em 40 GCM ambiental nos distritos de Parelheiros e Marsilac e reinstalar Reinstalar a Base da GCM em Evangelista de Sousa. META 27 Aumentar o efetivo em 40 GCM ambiental nos distritos de Parelheiros e Marsilac. Reinstalar a Base da GCM em Evangelista de Sousa com apoio da empresa ferroviária RUMO.;['Segurança Urbana']
1801;2540;Participe+;"SP SEGURA -  Câmeras de Vigilância Zona Rural Parelheiros. Instalar 100 câmeras de vigilância na Zona Rural de Parelheiros. META 28 – Instalação de 100 câmeras de vigilância rna Zona Rural de Parelheiros, a saber em; JECEGUAVA, PQ FLORESTAL, JUSA, TAQUARAL, ESTRADA DE MARSILAC, VILA ROSCHEL, EMBURA, PONTE ALTA, PONTE SECA, GRAMADO, JD EUCALIPTOS, RESERVA, PONTE SECA, ESTRADA QUINTE, PONTE ALTA, MIRANTE DA PONTE ALTA, MARSILAC, ESTRADA CAPIVARI, ESTRADA DO CAIBRO, ESTRADA VARGEM GRANDE, ESTRADA DA COLÔNIA-BARRAGEM, VARGEM GRANDE, COLÔNIA, NOVA AMÉRICA, BARRAGEM ESTRADA CURUCUTU, ESTRADA EVANGELISTA DE SOUSA, ESTACÃO EVANGELISTA DE SOUSA, ESTRADA DO PESQUEIRO MATSUMURA, ESTRADA DO CIPÓ, ESTRADA BENEDITO SCHUNCK, ESTRADA PEDRO TICO.";['Segurança Urbana']
1802;2541;Participe+;ULPI 1,2e3. Equipamento para tratar,cuidar e acolher os idosos do território do Jabaquara. ULPI para tratamento primário,secundário e terciário. ;['Saúde']
1803;2542;Participe+;SP GLOBAL E SUSTENTÁVEL - Poda de ÁRVORES. Podar 550.000 árvores na cidade. Meta 62 Podar 550.000 árvores na cidade: É necessário o aumento do número de equipes de manejo de vegetação na região de Santo Amaro, a 3ª área mais coberta por vegetação na cidade de São Paulo, com 29,36% do território recoberto por vegetação, segundo a estimativa de 2015, apontava 42.000 exemplares arbóreos. Além da poda é necessário incluir adubação, rega, cuidados fitossanitários e acompanhamento dessas podas para que não continuem a maltratar as árvores como por exemplo, quando são feitas pela ENEL;['Zeladoria Urbana e melhorias de bairro']
1804;2543;Participe+;"Centro Dia para Idosos. O Centro Dia é um equipamento,onde os idosos,podem passar o dia inteiro.Interagindo e convivendo e sociabilizar do com outros idosos.
Além de aumentar a auto estima, terão acompanhamento de profissionais multidisciplinares. ";['Assistência Social']
1805;2545;Participe+;HABITAÇÃO DE INTERESSE SOCIAL PARA A NOSSA POPULAÇÃO IDOSA. CONSTRUIR NO CONJUNTO HABITACIONAL AGUIA DE HAIA NA SUBPREFEITURA DE ITAQUERA MORADIAS SOCIAIS PARA A NOSSA POPULAÇÃO IDOSA. ;['Habitação']
1806;2546;Participe+;"SP GLOBAL E SUSTENTÁVEL - Cultivar 6 Espécies Nativas de Mata Atlântica. Cultivar 6 espécies nativas da Mata Atlântica em extinção com substituição de espécies exóticas. 
. Meta 62 - Cultivar 6 espécies nativas da Mata Atlântica em extinção.Oito áreas verdes na região de Santo Amaro deverão ser contempladas com projeto e execução de substituição de espécies exóticas inadequadas a áreas urbanas por espécies nativas em extinção uma vez que não são originais da Mata Atlântica, sobreiam e competem com as espécies nativas prejudicando seu pleno desenvolvimento, extensiva a outras áreas da Cidade; ampliar equipes de podas e vistoria, terceira área mais coberta por vegetação na Cidade de SP, propiciar também a verificação e finalização de solicitações de serviços de competência da Enel. (Para ilustrar, havia quatro equipes de poda na Subprefeitura de Santo Amaro, porém as equipes foram reduzidas a duas. O que já não era suficiente, ficou ainda mais desfalcado)";['Meio Ambiente', 'Zeladoria Urbana e melhorias de bairro']
1807;2547;Participe+;"Centro de reabilitação. Equipamento necessário no território do Jabaquara.Onde os usuários poderão dar continuidade ao tratamento próximo da sua residência.
Vem agregar ao hospital Saboya,o qual é referência em traumas. ";['Saúde']
1808;2548;Participe+;Centro de especialidades. Equipamento onde englobada vários profissionais de saúde.Nao existe,esse serviço no território do Jabaquara. ;['Saúde']
1809;2549;Participe+;Abrigo para mulheres. No território do Jabaquara,existe um abrigo masculino.Precisamos de um feminino,pois as mulheres ficam expostas a várias agressões físicas e psicológicas. ;['Assistência Social']
1810;2550;Participe+;Centro de defesa de mulheres,crianças e adolescentes . E de extrema importância,um serviço deste porte.Pois a violência a cada dia,aumenta mais.Principalmente com a pandemia.Muitas não sabem onde procurar ajuda. A taxa de feminicidio,aumenta assustadoramente. ;['Assistência Social']
1811;2551;Participe+;SP AGIL - Mobilidade - Ciclofaixas Marsilac, Colônia,  Parelheiros. . Implantação Ciclofaixas/Ciclovias Estradas de Marsilac, Colônia, Barragem e Ecoturística Parelheiros e Terminal Varginha até Colônia . . META 41 Continuar a implantação das CICLOVIAS-CICLOFAIXAS nas Estrada de Marsilac, Estrada de Colônia e Barragem, Estrada Ecoturística de Parelheiros. Implantar a CICLOVIA, saindo do futuro Terminal-CPTM Varginha até o bairro turístico da Colônia, usado a linha férrea abandonada pela empresa RUMO, através PPP.;['Transportes e Mobilidade']
1812;2552;Participe+;Casa de cultura. No bairro de Americanopolis,necessita de uma casa de cultura.Onde haverá oportunidade de sociabilização.Aumentar a auto estima.Aprender e conhecer,diversificadas artes. ;['Cultura']
1813;2553;Participe+;SP AGIL - CALÇADAS - Estradas Marsilac Colonia, Barragem e Parelheiros. Construir CALÇADAS as margens das Estradas de Marsilac, Estrada de Colônia e Barragem, Estrada Ecoturística de Parelheiros. META 38 CONTINUAR A CONSTRUÇÃO das CALÇADAS as margens das Estradas de Marsilac, Estrada de Colônia e Barragem, Estrada Ecoturística de Parelheiros.;['Zeladoria Urbana e melhorias de bairro']
1814;2554;Participe+;SP AGIL - Segurança Viária.  Segurança viária, com foco na diminuição do número de acidentes e de vítimas fatais no trânsito. Implantação e melhoria de sinalização horizontal e vertical para velocidade de 30km/h e travessia de pedestres na calçada verde no bairro Jardim Marajoara. . Meta 37 Atingir grau de excelência em segurança viária, com foco na diminuição do número de acidentes e de vítimas fatais no trânsito. Implantação e melhoria de sinalização horizontal e vertical para velocidade de 30km/h e travessia de pedestres na calçada verde no bairro Jardim Marajoara onde inúmeras pessoas por dia.;['Transportes e Mobilidade']
1815;2555;Participe+;Banco de alimentos. A pandemia veio afirmar como é necessário um banco de alimentos.Onde ficará centrado em um único lugar,as doações. As quais serão doadas as famílias necessitadas,dando um respiro nesta atual situação. ;['Desenvolvimento Econômico e Trabalho']
1816;2556;Participe+;Ampliar as horas oficinas/mês dos NCIs para, ao menos, 50% do período total. Atualmente os NCIs recebem 36% de horas oficinas do total de horas de funcionamento do serviço. A ampliação das horas oficinas, será possível diversificar as propostas de oficinas, deixando o serviço mais atrativos e rico do ponto de vista socioeducativo.  . Atualmente (2021) nos Termos de parceria dos Núcleo de Convivência de Idosos com a Política Pública de Assistência Social prevê o investimento financeiro para a contratação de horas aula de oficineiros (RPA) muito abaixo do tempo total do funcionamento do serviço. Esta proposta apresenta a elevação das horas oficinas para, pelo menos, 50% do total de horas do funcionamento do serviço. Os NCIs de período integral trabalha em média 180 horas mês, mas recebe fixo 64 horas, ou seja, 36% do total de horas. Os NCIs de 4 horas trabalha em média 80 horas e recebe fixo 34 horas oficinas Atualmente das demais 116 horas fica sob responsabilidade da gestão e equipe técnica, composta por três pessoas, que também possuem outras demandas de trabalho, que não sejam somente a execução de grupos socioeducativo, como também visita domiciliar, atendimento familiar, articulação com rede, encaminhamentos, construção do plano de desenvolvimento do usuário para 80 idosos em acompanhamento domiciliar.;['Assistência Social']
